latitude,longitude,place_type,avg_safe_time,inactivity_time,suspicious_movement,status
21.95031,94.522815,Beach,2.0,5.46,1,Risk
29.228206,85.729542,Museum,2.5,1.13,1,Risk
20.860529,85.635406,Market,1.0,5.49,1,Risk
9.701392,70.558453,MovieHall,3.0,5.1,1,Risk
14.249111,92.034962,TrekkingTrail,1.0,4.28,0,Risk
25.345599,74.205012,Market,1.0,4.02,1,Risk
32.707292,92.586833,Park,2.0,3.59,1,Risk
29.364117,80.779721,Museum,2.5,5.93,0,Risk
33.406775,71.005709,MovieHall,3.0,2.43,0,Safe
30.825554,87.395347,Hotel,6.0,5.97,1,Risk
11.538712,90.749177,Museum,2.5,1.01,0,Safe
20.703978,74.170687,TrekkingTrail,1.0,9.73,1,Risk
34.08155,89.588494,Hotel,6.0,4.26,0,Safe
21.286728,77.206803,Beach,2.0,1.17,0,Safe
17.916095,79.145097,Park,2.0,7.62,1,Risk
23.582605,84.149195,Temple,1.5,6.22,1,Risk
18.60925,75.289871,Beach,2.0,5.11,1,Risk
23.705268,74.399668,Museum,2.5,3.05,0,Safe
36.297657,87.793906,Park,2.0,9.78,1,Risk
11.752302,70.985822,Hotel,6.0,1.59,0,Safe
8.021572,77.491955,TrekkingTrail,1.0,7.38,1,Risk
25.258019,89.66282,Park,2.0,7.27,1,Risk
10.791537,80.433261,MovieHall,3.0,3.84,0,Safe
32.089002,92.490207,Museum,2.5,7.23,1,Risk
31.287348,92.203424,Market,1.0,7.69,0,Risk
13.151079,91.256767,MovieHall,3.0,9.8,1,Risk
15.170813,75.889663,Hotel,6.0,8.07,1,Risk
26.822632,80.953376,Museum,2.5,3.98,1,Risk
15.268345,88.942554,Hotel,6.0,2.81,1,Risk
16.073959,91.907066,Museum,2.5,7.61,0,Risk
15.077606,71.509484,Museum,2.5,3.91,0,Safe
21.359623,80.363431,Temple,1.5,9.76,1,Risk
17.315307,87.253051,Park,2.0,8.17,0,Risk
27.682355,75.128215,Market,1.0,3.49,1,Risk
12.213318,91.001995,TrekkingTrail,1.0,0.43,0,Safe
26.847088,80.144432,Park,2.0,6.52,1,Risk
35.331018,95.355519,Temple,1.5,5.91,1,Risk
9.431099,91.919223,Hotel,6.0,4.02,1,Risk
9.896959,76.681575,MovieHall,3.0,6.52,1,Risk
11.529376,81.15238,Museum,2.5,2.97,1,Risk
28.821039,79.142246,Beach,2.0,1.93,1,Risk
28.189413,83.813745,Park,2.0,8.05,1,Risk
29.31635,81.170472,MovieHall,3.0,9.35,1,Risk
33.633179,69.620996,Market,1.0,5.36,0,Risk
32.240883,71.352268,Hotel,6.0,1.86,1,Risk
26.405181,75.693624,MovieHall,3.0,4.29,0,Safe
22.124565,68.740029,Temple,1.5,1.09,1,Risk
26.917822,82.620901,Park,2.0,4.49,1,Risk
18.48325,68.39587,Park,2.0,4.57,1,Risk
13.081605,89.42339,MovieHall,3.0,0.87,1,Risk
18.418773,71.142001,Museum,2.5,9.55,1,Risk
14.649171,96.414204,MovieHall,3.0,4.77,1,Risk
21.196954,94.158278,Market,1.0,2.68,0,Risk
9.419952,70.10595,Hotel,6.0,4.35,1,Risk
23.939965,77.292085,Park,2.0,8.02,1,Risk
26.268411,71.948669,TrekkingTrail,1.0,9.38,1,Risk
30.862387,77.598427,MovieHall,3.0,8.0,1,Risk
26.440904,88.40934,Hotel,6.0,2.92,0,Safe
9.217761,74.944161,Museum,2.5,1.5,0,Safe
20.553996,78.464864,Museum,2.5,5.88,0,Risk
17.303351,69.422178,Beach,2.0,1.03,1,Risk
22.933799,92.875155,MovieHall,3.0,2.53,1,Risk
25.880274,76.168262,Market,1.0,1.04,1,Risk
30.312752,89.104539,Market,1.0,5.52,1,Risk
33.439021,91.960991,MovieHall,3.0,8.54,1,Risk
31.102377,85.183004,Park,2.0,9.3,0,Risk
14.765215,87.423514,TrekkingTrail,1.0,1.51,0,Safe
26.040907,83.933452,Temple,1.5,2.85,0,Safe
31.26636,80.028493,Market,1.0,5.84,0,Risk
28.163928,82.570173,Museum,2.5,2.07,0,Safe
27.946114,73.400299,TrekkingTrail,1.0,7.58,0,Risk
15.842267,93.789792,Museum,2.5,9.62,0,Risk
13.941708,90.046475,Museum,2.5,6.18,1,Risk
31.09219,80.598891,Hotel,6.0,8.7,1,Risk
14.372244,74.244613,Temple,1.5,6.8,1,Risk
12.556584,79.557232,Hotel,6.0,1.04,0,Safe
28.252085,91.196378,TrekkingTrail,1.0,5.51,0,Risk
20.144627,78.223322,MovieHall,3.0,8.88,1,Risk
25.805453,88.746459,Temple,1.5,5.93,1,Risk
33.819494,86.345119,TrekkingTrail,1.0,5.98,1,Risk
12.422188,86.201888,Park,2.0,6.11,1,Risk
19.893325,69.667922,Beach,2.0,3.58,1,Risk
14.368409,95.932423,Park,2.0,9.81,0,Risk
8.372872,82.57213,Hotel,6.0,7.34,1,Risk
26.493833,93.083152,Beach,2.0,9.5,0,Risk
13.239755,76.128515,TrekkingTrail,1.0,9.63,0,Risk
12.778748,91.15504,Museum,2.5,1.25,0,Safe
30.155241,70.105461,Beach,2.0,3.17,0,Safe
15.9516,71.314521,Park,2.0,9.81,1,Risk
32.546328,76.141636,Museum,2.5,7.46,1,Risk
18.221063,77.637438,TrekkingTrail,1.0,3.0,1,Risk
26.990226,88.138037,Museum,2.5,1.91,1,Risk
31.855246,79.265204,Market,1.0,1.75,1,Risk
23.739188,90.155458,Hotel,6.0,1.04,0,Safe
24.843067,76.658099,Temple,1.5,5.98,1,Risk
19.637892,80.094561,TrekkingTrail,1.0,0.41,0,Safe
26.129757,82.585772,Market,1.0,1.56,1,Risk
17.260735,95.439748,Market,1.0,9.41,1,Risk
23.840601,91.397038,Hotel,6.0,2.15,1,Risk
8.503588,80.523256,Market,1.0,5.81,1,Risk
33.839656,69.60052,Park,2.0,9.62,1,Risk
9.406093,76.306973,Museum,2.5,8.72,0,Risk
25.473679,78.375353,Temple,1.5,0.8,1,Risk
26.061274,89.429685,Market,1.0,3.88,0,Risk
23.257303,72.844986,MovieHall,3.0,1.0,0,Safe
33.31094,90.189044,Museum,2.5,7.71,0,Risk
26.911608,84.477042,Park,2.0,6.38,1,Risk
30.968919,91.691398,TrekkingTrail,1.0,0.92,1,Risk
8.359034,76.977388,Beach,2.0,8.12,0,Risk
23.260145,69.509725,MovieHall,3.0,2.53,0,Safe
36.84588,88.376655,MovieHall,3.0,3.13,0,Safe
31.207374,68.328101,Hotel,6.0,8.73,1,Risk
14.108935,88.802665,Market,1.0,2.66,0,Risk
27.457518,87.650392,Hotel,6.0,7.06,1,Risk
26.076921,88.820025,Beach,2.0,2.35,0,Safe
8.458223,92.90887,Museum,2.5,1.17,0,Safe
27.057995,86.101773,Market,1.0,2.35,1,Risk
19.533588,72.93578,Hotel,6.0,4.07,0,Safe
29.018367,94.454991,Market,1.0,6.91,1,Risk
19.733517,85.984693,Temple,1.5,8.38,0,Risk
20.961437,84.900211,Market,1.0,4.53,1,Risk
20.542783,85.895832,Museum,2.5,1.0,0,Safe
31.310541,75.633726,MovieHall,3.0,8.37,0,Risk
21.627233,73.819693,Museum,2.5,5.8,1,Risk
8.17252,80.811729,MovieHall,3.0,4.08,1,Risk
33.698709,87.516818,TrekkingTrail,1.0,2.51,1,Risk
9.485246,78.514292,Museum,2.5,2.71,0,Safe
32.505132,75.805504,Temple,1.5,4.83,1,Risk
15.71517,95.470401,Market,1.0,3.96,0,Risk
29.712976,80.86401,MovieHall,3.0,8.05,0,Risk
32.004841,72.657026,Hotel,6.0,7.67,0,Safe
12.551961,91.641424,Hotel,6.0,7.27,0,Safe
23.324444,92.875334,Temple,1.5,2.52,1,Risk
31.776779,85.104504,Market,1.0,8.61,1,Risk
23.11502,72.244979,MovieHall,3.0,8.89,1,Risk
16.716453,71.063701,MovieHall,3.0,6.7,1,Risk
11.200999,89.766295,Museum,2.5,3.65,1,Risk
18.959469,75.374057,Museum,2.5,7.17,0,Risk
22.628444,78.650506,Park,2.0,1.24,1,Risk
36.908905,70.320628,Hotel,6.0,4.23,0,Safe
9.023032,74.231818,TrekkingTrail,1.0,9.93,0,Risk
14.00183,83.369485,Beach,2.0,0.39,1,Risk
12.621923,77.892897,MovieHall,3.0,4.05,0,Safe
10.024878,90.659099,Temple,1.5,9.52,1,Risk
12.465359,82.701101,Museum,2.5,7.99,1,Risk
8.353729,76.22545,Museum,2.5,3.06,1,Risk
22.923806,85.826769,Hotel,6.0,0.58,1,Risk
34.406104,87.644539,Temple,1.5,9.3,1,Risk
11.005864,82.747411,Beach,2.0,3.55,1,Risk
31.252857,92.331203,TrekkingTrail,1.0,0.8,1,Risk
36.688238,71.189183,Beach,2.0,0.32,1,Risk
30.182067,91.361246,Market,1.0,4.31,1,Risk
33.214622,73.888621,Park,2.0,3.31,1,Risk
33.401569,92.202161,Hotel,6.0,6.64,1,Risk
26.557078,83.373185,Market,1.0,8.49,0,Risk
10.520509,69.563236,Beach,2.0,5.32,0,Risk
18.334001,86.302343,TrekkingTrail,1.0,0.83,1,Risk
19.445558,84.556314,MovieHall,3.0,9.92,0,Risk
13.805477,96.491821,TrekkingTrail,1.0,7.2,1,Risk
28.096122,92.716603,Temple,1.5,8.58,0,Risk
22.322441,79.337832,Park,2.0,7.55,1,Risk
23.786343,86.978379,Temple,1.5,7.36,1,Risk
26.167075,96.606098,TrekkingTrail,1.0,4.44,0,Risk
34.046278,80.14454,Museum,2.5,4.12,0,Safe
16.664106,79.818208,Park,2.0,7.34,1,Risk
16.450452,93.760753,Beach,2.0,5.63,1,Risk
24.030361,77.942562,Park,2.0,3.73,1,Risk
28.352488,70.647568,Beach,2.0,4.78,0,Risk
11.82088,96.837541,Temple,1.5,9.91,1,Risk
33.226991,95.466518,Temple,1.5,0.57,1,Risk
8.374812,73.274954,TrekkingTrail,1.0,5.84,1,Risk
18.690589,88.397582,Park,2.0,1.19,0,Safe
30.223681,91.424218,Market,1.0,3.55,0,Risk
36.817957,84.088706,Museum,2.5,3.68,0,Safe
15.662577,70.805143,Beach,2.0,1.62,1,Risk
35.072379,85.502823,Beach,2.0,2.77,1,Risk
28.586398,95.762245,Beach,2.0,7.3,0,Risk
35.875862,82.72046,Temple,1.5,0.67,0,Safe
33.058081,76.562388,Beach,2.0,4.73,0,Risk
13.939651,77.232248,Beach,2.0,3.05,1,Risk
36.437674,72.131706,Park,2.0,0.34,0,Safe
22.26097,87.369201,Temple,1.5,6.36,0,Risk
32.431496,72.17186,Hotel,6.0,0.59,0,Safe
22.914133,76.97477,Market,1.0,8.67,0,Risk
19.290448,92.993129,Hotel,6.0,6.13,0,Safe
26.244311,96.217765,Museum,2.5,1.39,0,Safe
18.169755,87.187184,Museum,2.5,1.47,1,Risk
36.360413,82.379526,TrekkingTrail,1.0,7.44,0,Risk
15.30216,96.358015,MovieHall,3.0,4.89,1,Risk
36.922312,83.062891,Beach,2.0,3.28,0,Safe
21.19986,79.852236,Market,1.0,5.56,0,Risk
11.047599,70.874386,MovieHall,3.0,4.58,1,Risk
25.433213,76.96399,Beach,2.0,0.32,1,Risk
35.140685,95.734541,Temple,1.5,0.97,0,Safe
13.55153,78.345775,MovieHall,3.0,9.89,1,Risk
31.55187,84.73507,Temple,1.5,1.4,0,Safe
30.06954,81.201583,Temple,1.5,5.4,0,Risk
31.285756,96.802706,Beach,2.0,6.75,1,Risk
10.325711,71.744321,Market,1.0,3.37,0,Risk
17.690461,78.495735,Park,2.0,0.82,1,Risk
31.367455,83.14235,Beach,2.0,9.8,1,Risk
11.82014,94.136951,TrekkingTrail,1.0,2.34,0,Risk
27.044171,75.673077,Hotel,6.0,9.67,0,Safe
13.069554,69.463175,Temple,1.5,3.98,1,Risk
31.886654,92.307175,TrekkingTrail,1.0,5.16,1,Risk
30.989636,81.43462,MovieHall,3.0,10.0,0,Risk
28.296204,70.812384,Park,2.0,9.26,1,Risk
23.258638,78.589075,Hotel,6.0,4.9,1,Risk
19.123468,72.247387,Beach,2.0,8.65,1,Risk
27.023934,93.479197,Hotel,6.0,3.14,1,Risk
30.538747,70.554903,Beach,2.0,6.99,0,Risk
30.263359,91.28342,TrekkingTrail,1.0,2.18,0,Risk
32.73092,70.321717,Park,2.0,5.39,0,Risk
30.979462,96.476962,Park,2.0,4.25,1,Risk
18.061173,81.776295,Beach,2.0,1.32,1,Risk
24.617207,76.276291,Park,2.0,1.33,0,Safe
34.230888,79.155965,Market,1.0,1.66,0,Safe
33.117627,69.220898,Park,2.0,2.01,0,Safe
16.106479,68.25658,Park,2.0,9.93,0,Risk
16.475329,70.503722,MovieHall,3.0,7.37,1,Risk
23.590931,93.510145,Hotel,6.0,9.78,0,Safe
25.652511,92.157929,Market,1.0,7.45,0,Risk
26.891638,77.350488,TrekkingTrail,1.0,1.78,1,Risk
30.484569,80.185087,Market,1.0,8.18,0,Risk
16.340335,85.734374,Market,1.0,5.0,1,Risk
34.931082,85.753239,Beach,2.0,3.61,0,Safe
10.903741,87.853142,Temple,1.5,2.0,1,Risk
17.64968,95.106496,TrekkingTrail,1.0,3.41,0,Risk
25.074981,96.889196,Beach,2.0,2.61,0,Safe
22.400847,96.032294,Market,1.0,7.86,1,Risk
33.85091,74.684762,TrekkingTrail,1.0,3.34,0,Risk
16.273875,82.125526,MovieHall,3.0,4.11,1,Risk
21.269519,95.206804,Museum,2.5,7.0,1,Risk
29.536489,69.625269,Beach,2.0,5.14,1,Risk
22.916542,93.09243,Temple,1.5,7.46,0,Risk
36.025729,69.579187,Temple,1.5,5.21,1,Risk
11.51467,86.857929,Beach,2.0,2.99,0,Safe
21.507937,74.419844,TrekkingTrail,1.0,8.61,1,Risk
22.467985,75.12826,Beach,2.0,7.59,1,Risk
17.641894,70.513665,Park,2.0,5.44,1,Risk
30.834755,76.48997,Museum,2.5,4.35,0,Safe
31.051969,87.044133,MovieHall,3.0,6.86,0,Risk
14.747322,89.417162,Market,1.0,1.88,0,Safe
30.855225,70.268789,TrekkingTrail,1.0,5.91,1,Risk
25.261196,75.917249,Museum,2.5,7.56,0,Risk
20.745239,85.281573,TrekkingTrail,1.0,2.59,1,Risk
16.596062,96.079662,Park,2.0,7.48,1,Risk
33.952139,74.380263,Market,1.0,9.14,1,Risk
25.58882,88.683204,Museum,2.5,0.7,0,Safe
34.186737,82.02266,Park,2.0,2.73,0,Safe
19.5942,79.901377,Temple,1.5,1.43,1,Risk
25.155083,75.573322,Temple,1.5,9.96,1,Risk
27.186194,77.800738,MovieHall,3.0,1.81,0,Safe
20.263271,95.256598,Beach,2.0,9.06,0,Risk
30.696088,95.164394,Market,1.0,6.87,1,Risk
18.038541,89.363191,MovieHall,3.0,4.69,1,Risk
31.334528,93.827027,TrekkingTrail,1.0,3.45,0,Risk
18.423639,70.399892,Temple,1.5,0.61,0,Safe
35.755294,91.029346,TrekkingTrail,1.0,7.07,0,Risk
33.207321,75.122471,TrekkingTrail,1.0,5.45,1,Risk
27.36159,79.391478,Beach,2.0,0.98,0,Safe
11.257341,92.216495,Hotel,6.0,6.11,1,Risk
34.171498,78.220326,MovieHall,3.0,7.14,1,Risk
23.646288,93.169201,Temple,1.5,7.84,1,Risk
22.788496,81.036158,Museum,2.5,3.85,0,Safe
32.459212,89.151236,Hotel,6.0,6.43,1,Risk
18.031125,71.763821,Hotel,6.0,0.4,1,Risk
23.920086,94.431857,Museum,2.5,8.27,1,Risk
12.902813,92.264827,Park,2.0,6.92,1,Risk
14.139981,82.054668,Beach,2.0,7.16,0,Risk
31.51667,68.133166,TrekkingTrail,1.0,3.75,0,Risk
33.056825,68.115972,Beach,2.0,9.41,0,Risk
20.18589,92.554536,TrekkingTrail,1.0,8.01,0,Risk
10.949944,77.839629,Temple,1.5,2.3,0,Safe
22.67258,69.223274,Temple,1.5,8.11,1,Risk
21.179854,87.490974,Market,1.0,6.74,0,Risk
22.737776,94.356677,Market,1.0,6.99,1,Risk
30.726536,78.711996,Hotel,6.0,5.44,1,Risk
18.603174,88.583829,Temple,1.5,8.0,0,Risk
23.598691,83.773896,Beach,2.0,7.86,0,Risk
29.595484,86.733,Market,1.0,0.61,0,Safe
34.820876,68.491455,MovieHall,3.0,3.4,0,Safe
9.032881,83.134701,TrekkingTrail,1.0,4.48,1,Risk
21.153008,85.520471,Hotel,6.0,7.32,1,Risk
11.339369,75.514376,Market,1.0,9.93,1,Risk
36.127975,94.580859,Temple,1.5,2.73,0,Safe
21.24727,69.020639,MovieHall,3.0,3.24,0,Safe
15.880204,72.536587,Park,2.0,6.42,0,Risk
32.587746,95.728101,Park,2.0,2.12,0,Safe
20.852611,87.889874,Temple,1.5,6.56,0,Risk
36.8322,82.355455,Beach,2.0,6.77,1,Risk
10.279327,75.151779,Market,1.0,0.44,1,Risk
9.387199,80.124255,Hotel,6.0,4.91,1,Risk
34.900331,87.473204,Temple,1.5,2.6,1,Risk
21.703542,83.311258,Market,1.0,1.73,0,Safe
35.527517,89.404864,TrekkingTrail,1.0,1.18,0,Safe
34.436889,75.067794,MovieHall,3.0,8.06,1,Risk
23.434823,88.348282,Park,2.0,1.4,1,Risk
20.419702,87.449724,TrekkingTrail,1.0,2.28,0,Risk
20.16448,87.11857,MovieHall,3.0,4.66,0,Safe
11.970012,71.389059,Hotel,6.0,7.41,0,Safe
9.674475,83.772349,Park,2.0,6.79,1,Risk
29.839528,86.562688,Park,2.0,0.6,0,Safe
31.269722,78.401582,Market,1.0,4.41,1,Risk
29.46184,78.900002,MovieHall,3.0,4.24,0,Safe
28.55276,68.769505,Park,2.0,6.06,1,Risk
26.424303,82.480202,Market,1.0,7.97,1,Risk
35.343872,69.235552,Beach,2.0,3.85,0,Safe
25.664738,73.571701,Park,2.0,0.59,0,Safe
29.432344,76.055527,MovieHall,3.0,1.41,0,Safe
11.789819,80.165147,Beach,2.0,8.7,1,Risk
26.97693,81.5499,MovieHall,3.0,8.42,1,Risk
31.251762,77.043499,Museum,2.5,0.99,0,Safe
19.299146,81.371952,Beach,2.0,6.04,0,Risk
21.434197,69.814317,TrekkingTrail,1.0,7.74,0,Risk
14.906643,92.115095,Hotel,6.0,3.39,0,Safe
35.814513,72.318491,Museum,2.5,5.43,0,Risk
16.167927,90.503377,Temple,1.5,5.64,1,Risk
27.525617,74.146633,Park,2.0,6.35,1,Risk
33.271844,70.881189,Museum,2.5,8.14,1,Risk
17.294959,88.553015,Temple,1.5,4.05,0,Risk
8.761512,91.008396,Beach,2.0,8.74,1,Risk
27.131956,68.111238,MovieHall,3.0,0.57,1,Risk
10.590634,73.399521,Museum,2.5,7.62,1,Risk
17.810115,87.556331,Park,2.0,7.3,0,Risk
18.586225,96.804318,Park,2.0,0.92,1,Risk
35.482599,79.503518,Hotel,6.0,7.68,0,Safe
28.815185,71.682212,Beach,2.0,1.33,0,Safe
34.81053,76.506357,Hotel,6.0,1.6,1,Risk
23.696847,94.118502,MovieHall,3.0,3.11,0,Safe
11.851636,75.284762,Park,2.0,0.91,1,Risk
25.917127,72.053141,TrekkingTrail,1.0,4.9,1,Risk
30.744692,94.941628,Beach,2.0,10.0,0,Risk
14.322628,88.082262,MovieHall,3.0,3.68,1,Risk
9.802589,68.507595,Museum,2.5,2.22,1,Risk
36.552152,87.757145,Beach,2.0,7.15,1,Risk
10.545485,78.947893,Beach,2.0,2.83,1,Risk
19.007972,84.752181,Hotel,6.0,3.3,0,Safe
14.072719,83.822045,Market,1.0,3.75,0,Risk
25.021784,71.506139,Hotel,6.0,6.44,1,Risk
25.9276,84.135722,Hotel,6.0,6.98,0,Safe
32.260103,93.283308,Park,2.0,3.97,0,Safe
35.172923,83.239408,Market,1.0,9.18,0,Risk
14.818791,78.660259,Market,1.0,6.27,0,Risk
15.969365,94.180358,Park,2.0,8.96,0,Risk
29.313284,80.297797,Market,1.0,3.35,0,Risk
23.230207,82.083631,Market,1.0,3.37,0,Risk
35.191024,81.199053,Market,1.0,8.23,0,Risk
23.823492,77.696006,Temple,1.5,1.43,0,Safe
36.452073,76.272971,Park,2.0,6.51,1,Risk
14.760622,96.516616,Beach,2.0,9.27,0,Risk
35.823248,80.584005,Hotel,6.0,9.1,1,Risk
28.195117,88.525915,Temple,1.5,4.53,0,Risk
36.268448,94.130951,TrekkingTrail,1.0,6.83,1,Risk
9.396702,74.84154,TrekkingTrail,1.0,2.41,0,Risk
9.60974,89.352674,Temple,1.5,6.4,1,Risk
21.841074,95.66163,Park,2.0,4.32,0,Risk
18.650618,76.893183,Beach,2.0,8.37,1,Risk
14.207348,76.666114,Beach,2.0,1.96,0,Safe
17.653559,92.790505,Park,2.0,0.81,0,Safe
28.429868,81.06088,Market,1.0,8.58,0,Risk
34.536149,87.533155,Park,2.0,4.8,1,Risk
8.265201,76.489743,Temple,1.5,7.1,1,Risk
26.376499,74.961994,Beach,2.0,9.08,0,Risk
26.215003,73.988963,Museum,2.5,5.48,1,Risk
35.683022,90.425219,Market,1.0,6.55,0,Risk
23.451509,87.198002,TrekkingTrail,1.0,1.21,1,Risk
29.56421,79.186208,Hotel,6.0,8.22,0,Safe
17.287448,88.141792,TrekkingTrail,1.0,4.6,1,Risk
35.08688,77.801291,Market,1.0,5.27,1,Risk
13.990455,82.62358,Beach,2.0,9.31,0,Risk
25.289179,85.423621,MovieHall,3.0,6.67,1,Risk
9.847904,96.409115,Museum,2.5,3.33,0,Safe
27.015185,89.29079,Beach,2.0,1.01,1,Risk
29.332803,73.674891,Market,1.0,2.69,0,Risk
14.018532,75.106705,MovieHall,3.0,8.46,1,Risk
17.927591,75.852122,MovieHall,3.0,6.15,1,Risk
36.141278,71.115427,Beach,2.0,8.31,0,Risk
32.144667,86.466641,Beach,2.0,1.97,0,Safe
25.819867,90.291168,TrekkingTrail,1.0,8.07,0,Risk
20.575252,80.159666,Market,1.0,1.22,1,Risk
35.46248,94.254475,TrekkingTrail,1.0,6.96,1,Risk
35.461294,75.559576,Temple,1.5,9.51,1,Risk
19.242774,96.326712,Park,2.0,5.46,1,Risk
9.792594,73.355024,MovieHall,3.0,3.81,0,Safe
25.976671,78.676605,Museum,2.5,0.96,1,Risk
29.10044,75.824528,MovieHall,3.0,4.79,1,Risk
19.435906,83.794424,Market,1.0,5.92,0,Risk
33.633311,91.357342,Market,1.0,7.58,1,Risk
31.953834,70.516975,Hotel,6.0,7.12,1,Risk
21.834757,88.954445,TrekkingTrail,1.0,0.87,0,Safe
29.677106,86.315723,Museum,2.5,6.67,0,Risk
27.719146,95.528616,TrekkingTrail,1.0,9.11,1,Risk
29.399519,93.161617,Park,2.0,6.8,0,Risk
22.652206,84.575208,Temple,1.5,0.65,0,Safe
20.946636,90.162936,Beach,2.0,5.34,1,Risk
10.373391,68.163026,Park,2.0,6.36,1,Risk
35.285254,86.435287,TrekkingTrail,1.0,8.64,0,Risk
34.389727,73.645951,TrekkingTrail,1.0,2.87,1,Risk
13.963079,79.775186,Hotel,6.0,5.98,0,Safe
19.117423,86.90586,Beach,2.0,4.68,1,Risk
25.95766,79.591282,Temple,1.5,9.62,0,Risk
29.845677,92.846976,Temple,1.5,4.69,0,Risk
13.039959,83.467808,MovieHall,3.0,4.94,0,Safe
34.89679,90.796372,Beach,2.0,8.49,1,Risk
8.673623,81.327832,MovieHall,3.0,1.79,0,Safe
24.87595,79.801514,Park,2.0,0.52,1,Risk
31.524284,94.721285,Beach,2.0,7.16,0,Risk
28.528388,95.652468,Park,2.0,1.52,1,Risk
16.309726,79.503142,Temple,1.5,7.92,0,Risk
31.726374,71.381264,Hotel,6.0,3.06,0,Safe
12.821806,94.078526,TrekkingTrail,1.0,5.89,1,Risk
8.909455,88.775117,Beach,2.0,5.19,0,Risk
13.355026,93.745527,Museum,2.5,8.56,1,Risk
23.845462,93.976926,Hotel,6.0,5.68,1,Risk
15.688413,73.12435,Market,1.0,5.91,1,Risk
10.451104,70.077544,Beach,2.0,8.15,0,Risk
19.394656,81.000908,Beach,2.0,3.66,0,Safe
19.359611,77.384919,TrekkingTrail,1.0,5.39,1,Risk
18.059068,70.704182,Museum,2.5,1.75,1,Risk
35.148074,81.167047,Museum,2.5,6.63,1,Risk
28.022577,88.518591,Temple,1.5,6.39,0,Risk
24.767562,81.32966,Market,1.0,4.59,0,Risk
29.35302,75.139192,Park,2.0,6.17,1,Risk
8.014577,81.160319,MovieHall,3.0,8.35,0,Risk
30.632535,87.506234,Museum,2.5,2.67,1,Risk
36.08729,73.883913,Museum,2.5,5.83,0,Risk
23.667425,93.999725,Hotel,6.0,6.24,1,Risk
27.933309,70.179935,Park,2.0,4.1,1,Risk
30.021799,83.296767,Market,1.0,7.1,1,Risk
32.980702,82.820305,Hotel,6.0,8.18,0,Safe
19.782021,87.050633,MovieHall,3.0,9.22,0,Risk
14.687679,96.261081,TrekkingTrail,1.0,6.14,0,Risk
15.531377,81.638255,Market,1.0,7.93,1,Risk
30.52477,87.140636,Hotel,6.0,8.63,1,Risk
15.285911,86.329865,Beach,2.0,1.18,0,Safe
9.034085,83.133491,Temple,1.5,1.6,1,Risk
34.879602,71.642024,Temple,1.5,0.86,1,Risk
28.6894,89.562749,TrekkingTrail,1.0,9.69,0,Risk
21.11113,91.606174,TrekkingTrail,1.0,8.33,1,Risk
20.547634,74.577257,TrekkingTrail,1.0,3.41,1,Risk
15.14953,93.007979,Hotel,6.0,5.64,0,Safe
14.186698,75.664434,Museum,2.5,2.87,0,Safe
35.36908,96.403171,MovieHall,3.0,5.14,1,Risk
9.453718,81.122323,Museum,2.5,9.35,1,Risk
20.566773,70.503993,Hotel,6.0,2.98,1,Risk
12.101546,85.69702,MovieHall,3.0,7.08,1,Risk
14.269565,69.52277,Hotel,6.0,7.86,0,Safe
9.882781,85.139045,Beach,2.0,6.17,1,Risk
21.293545,96.613143,MovieHall,3.0,2.24,0,Safe
11.12471,81.356098,TrekkingTrail,1.0,8.05,1,Risk
31.802974,71.019327,Market,1.0,2.75,0,Risk
25.583985,93.7017,Hotel,6.0,5.91,1,Risk
17.289702,74.683876,Market,1.0,7.68,0,Risk
10.226931,80.347459,Hotel,6.0,4.0,0,Safe
16.245063,86.24052,Market,1.0,9.32,0,Risk
23.18565,89.19424,MovieHall,3.0,2.82,0,Safe
8.204827,94.229117,Park,2.0,2.94,0,Safe
19.210329,93.532482,Temple,1.5,4.77,1,Risk
36.763145,79.148411,Park,2.0,4.59,1,Risk
27.362398,82.399047,Beach,2.0,7.05,0,Risk
30.843996,96.2022,MovieHall,3.0,1.06,1,Risk
36.392145,94.292959,MovieHall,3.0,9.24,1,Risk
9.428066,79.777334,Museum,2.5,0.79,0,Safe
25.18991,94.906106,TrekkingTrail,1.0,2.12,1,Risk
18.813566,91.78811,Park,2.0,0.58,1,Risk
15.387003,75.628652,MovieHall,3.0,0.28,1,Risk
12.245207,87.591703,Museum,2.5,4.54,0,Safe
24.017947,77.311827,Museum,2.5,1.63,1,Risk
26.412175,77.150817,Market,1.0,4.13,1,Risk
26.588924,80.966363,Temple,1.5,2.35,0,Safe
33.673833,91.157374,Hotel,6.0,9.88,0,Safe
8.675264,87.77651,Museum,2.5,4.4,1,Risk
32.029242,79.405314,Park,2.0,6.88,1,Risk
28.346837,75.899989,MovieHall,3.0,1.2,1,Risk
22.328131,91.147749,Beach,2.0,5.12,1,Risk
25.962476,81.509208,Beach,2.0,8.09,0,Risk
8.830174,69.947591,Hotel,6.0,9.15,1,Risk
11.298554,75.675087,TrekkingTrail,1.0,4.33,1,Risk
27.502957,88.979585,Museum,2.5,7.52,0,Risk
17.480415,70.090462,Temple,1.5,3.49,1,Risk
32.74179,74.3432,MovieHall,3.0,3.34,0,Safe
21.453559,76.776332,Museum,2.5,1.33,0,Safe
24.144776,74.049491,Park,2.0,5.75,0,Risk
28.078522,74.281844,Hotel,6.0,0.79,1,Risk
35.478682,82.981835,Market,1.0,9.88,1,Risk
